<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,1,20201201,154500,254.5200000,254.5600000,254.3400000,254.5600000,83130
SBER,1,20201201,154600,254.5600000,254.8000000,254.5100000,254.7700000,108650
SBER,1,20201201,154700,254.7700000,254.8100000,254.7200000,254.7500000,65000
SBER,1,20201201,154800,254.8000000,254.8000000,254.6100000,254.7400000,92460
SBER,1,20201201,154900,254.7400000,254.8700000,254.7300000,254.8300000,109150
SBER,1,20201201,155000,254.8300000,254.8700000,254.7700000,254.8700000,77400
SBER,1,20201201,155100,254.8400000,254.9500000,254.6100000,254.6100000,390960
SBER,1,20201201,155200,254.6500000,254.7800000,254.5300000,254.6400000,56210
SBER,1,20201201,155300,254.6400000,254.7500000,254.5100000,254.7100000,88080
SBER,1,20201201,155400,254.7000000,254.8500000,254.6500000,254.8500000,105150
SBER,1,20201201,155500,254.8100000,255.1000000,254.8000000,255.0100000,1347350
SBER,1,20201201,155600,255.0700000,255.0700000,254.6100000,254.7700000,196210
SBER,1,20201201,155700,254.7500000,254.7900000,254.7000000,254.7000000,28910
SBER,1,20201201,155800,254.6900000,254.7300000,254.5000000,254.5600000,141100
SBER,1,20201201,155900,254.5400000,254.7500000,254.4800000,254.6200000,98760
SBER,1,20201201,160000,254.6000000,254.6600000,254.5100000,254.5300000,49740
SBER,1,20201201,160100,254.5300000,254.6600000,254.4800000,254.6300000,70990
SBER,1,20201201,160200,254.6300000,254.6600000,254.3400000,254.5200000,137530
SBER,1,20201201,160300,254.5200000,254.6000000,254.3800000,254.4000000,139120
SBER,1,20201201,160400,254.4400000,254.5000000,254.3400000,254.4900000,156750
SBER,1,20201201,160500,254.4400000,254.6200000,254.4000000,254.6000000,61990
SBER,1,20201201,160600,254.5500000,254.6300000,254.4000000,254.6300000,60070
SBER,1,20201201,160700,254.5500000,254.5700000,254.3400000,254.4400000,165200
SBER,1,20201201,160800,254.4400000,254.5800000,254.3600000,254.5800000,40610
SBER,1,20201201,160900,254.5400000,254.6000000,254.4600000,254.5300000,43430
SBER,1,20201201,161000,254.5400000,254.5700000,254.4000000,254.4200000,88630
SBER,1,20201201,161100,254.4200000,254.5100000,254.3100000,254.4300000,217420
SBER,1,20201201,161200,254.4200000,254.4500000,254.2800000,254.3500000,63590
SBER,1,20201201,161300,254.3500000,254.4900000,254.3000000,254.4900000,153940
SBER,1,20201201,161400,254.4400000,254.4700000,254.3000000,254.4400000,44810
SBER,1,20201201,161500,254.4000000,254.4900000,254.3200000,254.3300000,47900
SBER,1,20201201,161600,254.3300000,254.3500000,254.1000000,254.1700000,191460
SBER,1,20201201,161700,254.2300000,254.3500000,254.1900000,254.3500000,57350
SBER,1,20201201,161800,254.3300000,254.3900000,254.2600000,254.3800000,51010
SBER,1,20201201,161900,254.3400000,254.4200000,254.3400000,254.4200000,54250
SBER,1,20201201,162000,254.3900000,254.6600000,254.3900000,254.6000000,222140
SBER,1,20201201,162100,254.6500000,254.7500000,254.3900000,254.6000000,205100
SBER,1,20201201,162200,254.5600000,254.6500000,254.2500000,254.4200000,92550
SBER,1,20201201,162300,254.3800000,254.5700000,254.3600000,254.4600000,80740
SBER,1,20201201,162400,254.4600000,254.4600000,254.2800000,254.4200000,75450
SBER,1,20201201,162500,254.3800000,254.4400000,254.1400000,254.3800000,161230
SBER,1,20201201,162600,254.3100000,254.3800000,254.1700000,254.3000000,102180
SBER,1,20201201,162700,254.3800000,254.3800000,254.0900000,254.2900000,130590
SBER,1,20201201,162800,254.2500000,254.2500000,254.0000000,254.1300000,95300
SBER,1,20201201,162900,254.1700000,254.2300000,254.0600000,254.0800000,56020
SBER,1,20201201,163000,254.1500000,254.3000000,254.0800000,254.2700000,91980
SBER,1,20201201,163100,254.2600000,254.3500000,254.0400000,254.3000000,77860
SBER,1,20201201,163200,254.3000000,254.3800000,254.1100000,254.2600000,71090
SBER,1,20201201,163300,254.2500000,254.3200000,253.8800000,253.8800000,260730
SBER,1,20201201,163400,253.9200000,254.1200000,253.9000000,254.0700000,97300
SBER,1,20201201,163500,254.0700000,254.3300000,254.0200000,254.2400000,63500
SBER,1,20201201,163600,254.2400000,254.3400000,254.2000000,254.3300000,433730
SBER,1,20201201,163700,254.3500000,254.5200000,254.3400000,254.5200000,150100
SBER,1,20201201,163800,254.5000000,254.5700000,254.5000000,254.5400000,74820
SBER,1,20201201,163900,254.5100000,254.6500000,254.5100000,254.5800000,81860
SBER,1,20201201,164000,254.6300000,254.7500000,254.5800000,254.7000000,143380
SBER,1,20201201,164100,254.7000000,254.7500000,254.6000000,254.6100000,143960
SBER,1,20201201,164200,254.6200000,254.7000000,254.6200000,254.6900000,13520
SBER,1,20201201,164300,254.6700000,254.7500000,254.6700000,254.7100000,69050
SBER,1,20201201,164400,254.7200000,255.7000000,254.7100000,255.6100000,2659750
SBER,1,20201201,164500,255.5700000,255.6500000,254.9000000,255.0000000,629170
SBER,1,20201201,164600,255.0000000,255.4100000,254.9000000,255.1500000,617570
SBER,1,20201201,164700,255.1500000,255.5000000,255.1500000,255.2400000,245180
SBER,1,20201201,164800,255.2400000,255.4300000,255.2300000,255.3000000,206550
SBER,1,20201201,164900,255.3000000,255.4000000,255.2000000,255.2000000,76810
SBER,1,20201201,165000,255.2100000,255.2700000,255.0000000,255.1500000,143470
SBER,1,20201201,165100,255.1800000,255.2000000,254.9000000,254.9500000,129990
SBER,1,20201201,165200,254.9600000,255.0900000,254.9000000,255.0200000,72320
SBER,1,20201201,165300,255.0600000,255.0700000,254.9400000,255.0100000,77970
SBER,1,20201201,165400,255.0100000,255.0900000,255.0100000,255.0700000,38810
SBER,1,20201201,165500,255.0700000,255.0900000,254.9400000,255.0500000,137430
SBER,1,20201201,165600,255.0500000,255.1500000,254.9000000,255.1400000,188980
SBER,1,20201201,165700,255.1500000,255.6400000,255.0000000,255.4000000,708570
SBER,1,20201201,165800,255.3400000,255.5900000,255.3200000,255.5900000,112650
SBER,1,20201201,165900,255.5600000,255.9100000,255.0000000,255.5900000,1292600
SBER,1,20201201,170000,255.5500000,255.7000000,255.4000000,255.6000000,238840
SBER,1,20201201,170100,255.6400000,255.7000000,255.4000000,255.4800000,191800
SBER,1,20201201,170200,255.4200000,255.8800000,255.4100000,255.7800000,427400
SBER,1,20201201,170300,255.7900000,255.7900000,255.4200000,255.5000000,75980
SBER,1,20201201,170400,255.5000000,255.5500000,255.4000000,255.4300000,66320
SBER,1,20201201,170500,255.4500000,255.4500000,255.3000000,255.3000000,74010
SBER,1,20201201,170600,255.2900000,255.3900000,255.2500000,255.3300000,68820
SBER,1,20201201,170700,255.2900000,255.3900000,255.1400000,255.1700000,77430
SBER,1,20201201,170800,255.1700000,255.2800000,255.0700000,255.1300000,93060
SBER,1,20201201,170900,255.1700000,255.2000000,255.1000000,255.1400000,38860
SBER,1,20201201,171000,255.1300000,255.2000000,255.1000000,255.1900000,41360
SBER,1,20201201,171100,255.1600000,255.3700000,255.1500000,255.2900000,104350
SBER,1,20201201,171200,255.2800000,255.4200000,255.1700000,255.2800000,260730
SBER,1,20201201,171300,255.2600000,255.2800000,255.1100000,255.1700000,25070
SBER,1,20201201,171400,255.1600000,255.2300000,254.9800000,254.9800000,211170
SBER,1,20201201,171500,255.0300000,255.0800000,254.9900000,255.0100000,46470
SBER,1,20201201,171600,255.0300000,255.0500000,254.9100000,254.9500000,146550
SBER,1,20201201,171700,254.9400000,255.0400000,254.9100000,255.0100000,67680
SBER,1,20201201,171800,255.0000000,255.0000000,254.9000000,254.9600000,48570
SBER,1,20201201,171900,254.9600000,255.1000000,254.9100000,255.0600000,145250
SBER,1,20201201,172000,255.0700000,255.2800000,254.9200000,254.9300000,106200
SBER,1,20201201,172100,254.9300000,255.0900000,254.9300000,255.0800000,43080
SBER,1,20201201,172200,255.0900000,255.2000000,255.0000000,255.2000000,94860
SBER,1,20201201,172300,255.1900000,255.3000000,255.1400000,255.1400000,71500
SBER,1,20201201,172400,255.1400000,255.1600000,255.0000000,255.1000000,41060
SBER,1,20201201,172500,255.1000000,255.1400000,255.0500000,255.0500000,11030
SBER,1,20201201,172600,255.0500000,255.0700000,255.0000000,255.0600000,111090
SBER,1,20201201,172700,255.0600000,255.1500000,255.0300000,255.1500000,20390
SBER,1,20201201,172800,255.1200000,255.1500000,255.1000000,255.1400000,17310
SBER,1,20201201,172900,255.1500000,255.2900000,255.1500000,255.1700000,62380
SBER,1,20201201,173000,255.1700000,255.2200000,255.1100000,255.2000000,80730
SBER,1,20201201,173100,255.2000000,255.3000000,255.1000000,255.1400000,206310
SBER,1,20201201,173200,255.1700000,255.2200000,255.1000000,255.1400000,52860
SBER,1,20201201,173300,255.1100000,255.1400000,255.0700000,255.1200000,39080
SBER,1,20201201,173400,255.1500000,255.2500000,255.1500000,255.2200000,134740
SBER,1,20201201,173500,255.2100000,255.4000000,255.2000000,255.3200000,472600
SBER,1,20201201,173600,255.3200000,255.7800000,255.3000000,255.5700000,680010
SBER,1,20201201,173700,255.5200000,255.6700000,255.5000000,255.6400000,56710
SBER,1,20201201,173800,255.6400000,255.9000000,255.6200000,255.8100000,613180
SBER,1,20201201,173900,255.8100000,255.8600000,255.6200000,255.8000000,128290
SBER,1,20201201,174000,255.7700000,256.4400000,255.7600000,256.1200000,2041630
SBER,1,20201201,174100,256.1500000,256.4700000,256.0900000,256.4000000,573060
SBER,1,20201201,174200,256.4100000,256.7700000,256.4100000,256.7000000,878540
SBER,1,20201201,174300,256.7000000,257.3800000,256.6700000,256.7600000,1516960
SBER,1,20201201,174400,256.7800000,256.9200000,256.6100000,256.8000000,345010
SBER,1,20201201,174500,256.7500000,256.8100000,256.6800000,256.7400000,108160
SBER,1,20201201,174600,256.7500000,257.0400000,256.7500000,256.8900000,450350
SBER,1,20201201,174700,256.9200000,256.9700000,256.5200000,256.5400000,137660
SBER,1,20201201,174800,256.5400000,256.7000000,256.5100000,256.5200000,100400
SBER,1,20201201,174900,256.5700000,256.7000000,256.5100000,256.6600000,73790
SBER,1,20201201,175000,256.5900000,256.7500000,256.0900000,256.7400000,415210
SBER,1,20201201,175100,256.7400000,256.8500000,256.7400000,256.7700000,58360
SBER,1,20201201,175200,256.7500000,256.9400000,256.7500000,256.7700000,282180
SBER,1,20201201,175300,256.7700000,256.7900000,256.4600000,256.6100000,155430
SBER,1,20201201,175400,256.6100000,256.7200000,256.5300000,256.6900000,59760
SBER,1,20201201,175500,256.6500000,256.7000000,256.6000000,256.6100000,36740
SBER,1,20201201,175600,256.6200000,256.6800000,256.5000000,256.5900000,98370
SBER,1,20201201,175700,256.5900000,256.6200000,256.2600000,256.3500000,144140
SBER,1,20201201,175800,256.3200000,256.3600000,256.2300000,256.2700000,166530
SBER,1,20201201,175900,256.2700000,256.4600000,256.1000000,256.3800000,238370
SBER,1,20201201,180000,256.3700000,256.3900000,256.2500000,256.3000000,144840
SBER,1,20201201,180100,256.3000000,256.6000000,256.3000000,256.5000000,432080
SBER,1,20201201,180200,256.5100000,256.5800000,256.3100000,256.5700000,229010
SBER,1,20201201,180300,256.5700000,256.6900000,256.5300000,256.6900000,231940
SBER,1,20201201,180400,256.6700000,257.1500000,256.6700000,257.1400000,836600
SBER,1,20201201,180500,257.1200000,257.1500000,257.0000000,257.0700000,320450
SBER,1,20201201,180600,257.0500000,257.2000000,256.8400000,257.2000000,500480
SBER,1,20201201,180700,257.1500000,257.3000000,257.0900000,257.1000000,428680
SBER,1,20201201,180800,257.1400000,257.8900000,257.0400000,257.6100000,1909690
SBER,1,20201201,180900,257.6600000,257.9500000,257.4700000,257.5000000,690630
SBER,1,20201201,181000,257.4700000,257.4900000,257.2400000,257.3600000,252140
SBER,1,20201201,181100,257.3200000,257.6400000,257.2500000,257.6300000,586910
SBER,1,20201201,181200,257.6300000,257.8200000,257.5600000,257.8200000,768360
SBER,1,20201201,181300,257.8200000,258.0000000,257.3600000,257.4200000,2232240
SBER,1,20201201,181400,257.4200000,257.4800000,257.1900000,257.3000000,467130
SBER,1,20201201,181500,257.3000000,257.3300000,257.3000000,257.3000000,263660
SBER,1,20201201,181600,257.3000000,257.3400000,257.3000000,257.3000000,351380
SBER,1,20201201,181700,257.3100000,257.3500000,257.3000000,257.3000000,497030
SBER,1,20201201,181800,257.3000000,257.4700000,257.2000000,257.4600000,336840
SBER,1,20201201,181900,257.4400000,257.7200000,257.4400000,257.5800000,471680
SBER,1,20201201,182000,257.5700000,257.6500000,257.5000000,257.5700000,226150
SBER,1,20201201,182100,257.5400000,257.8000000,257.5000000,257.7100000,230640
SBER,1,20201201,182200,257.7100000,258.1700000,257.7000000,258.0600000,1502150
SBER,1,20201201,182300,258.0600000,258.1300000,258.0000000,258.0100000,282860
SBER,1,20201201,182400,258.0300000,258.0800000,257.4100000,257.5300000,673640
SBER,1,20201201,182500,257.4600000,258.1600000,257.4000000,258.1600000,1547970
SBER,1,20201201,182600,258.1500000,258.2800000,258.0000000,258.1200000,603070
SBER,1,20201201,182700,258.1200000,258.1500000,258.0000000,258.0000000,601780
SBER,1,20201201,182800,258.0200000,258.2600000,257.6900000,258.2500000,2009090
SBER,1,20201201,182900,258.2600000,258.6300000,258.0500000,258.5500000,1846090
SBER,1,20201201,183000,258.6000000,258.8900000,258.5000000,258.8600000,1375340
SBER,1,20201201,183100,258.8600000,258.9000000,258.5000000,258.5300000,788780
SBER,1,20201201,183200,258.5300000,258.8900000,258.5000000,258.8900000,1771440
SBER,1,20201201,183300,258.8200000,258.9800000,258.6600000,258.8400000,987230
SBER,1,20201201,183400,258.8400000,259.2700000,258.8100000,259.0000000,1880890
SBER,1,20201201,183500,259.0000000,259.0100000,258.4700000,258.7100000,838830
SBER,1,20201201,183600,258.7400000,258.8800000,258.7000000,258.7100000,1268810
SBER,1,20201201,183700,258.7100000,259.1400000,258.7000000,259.0900000,1324400
SBER,1,20201201,183800,259.1200000,259.1400000,258.8400000,259.0700000,779700
SBER,1,20201201,183900,259.0900000,259.6500000,259.0000000,259.5700000,1481280
SBER,1,20201201,184000,259.5600000,259.6900000,259.5000000,259.5000000,1381800
SBER,1,20201201,184600,259.7600000,259.7600000,259.7600000,259.7600000,3255250
SBER,1,20201201,184700,259.7600000,259.7600000,259.7600000,259.7600000,62380
SBER,1,20201201,184800,259.7600000,259.7600000,259.7600000,259.7600000,81600
SBER,1,20201201,184900,259.7600000,259.7600000,259.7600000,259.7600000,88820
SBER,1,20201201,185000,259.7600000,259.7600000,259.7600000,259.7600000,34480
SBER,1,20201201,190500,259.7400000,259.7400000,259.7400000,259.7400000,15010
SBER,1,20201201,190600,259.6200000,259.9500000,259.5000000,259.5600000,239330
SBER,1,20201201,190700,259.5900000,259.7600000,259.4100000,259.5000000,113350
SBER,1,20201201,190800,259.4700000,259.5300000,259.2300000,259.3500000,131550
SBER,1,20201201,190900,259.3300000,259.3500000,259.1200000,259.1600000,169290
SBER,1,20201201,191000,259.1600000,259.1800000,258.8500000,258.8500000,274970
SBER,1,20201201,191100,258.9400000,259.0000000,258.8300000,259.0000000,67890
SBER,1,20201201,191200,259.0000000,259.0800000,258.8100000,258.9500000,105100
SBER,1,20201201,191300,258.9700000,259.4200000,258.9300000,259.3700000,103500
SBER,1,20201201,191400,259.3700000,259.4300000,259.2700000,259.4200000,31110
SBER,1,20201201,191500,259.4200000,259.4900000,259.2800000,259.4900000,54390
SBER,1,20201201,191600,259.4600000,259.7500000,259.4600000,259.6600000,93320
SBER,1,20201201,191700,259.6600000,259.7900000,259.6500000,259.6900000,34130
SBER,1,20201201,191800,259.7100000,260.0000000,259.6900000,259.9900000,236050
SBER,1,20201201,191900,260.0000000,260.0000000,259.9000000,259.9600000,137660
SBER,1,20201201,192000,259.9300000,260.1000000,259.9000000,260.0900000,282940
SBER,1,20201201,192100,260.0900000,260.6000000,260.0900000,260.3500000,349180
SBER,1,20201201,192200,260.3800000,260.4000000,260.0000000,260.2000000,205360
SBER,1,20201201,192300,260.2000000,260.2000000,260.1000000,260.1900000,37740
SBER,1,20201201,192400,260.1400000,260.2000000,260.1000000,260.1200000,56310
SBER,1,20201201,192500,260.1500000,260.5700000,260.1000000,260.5700000,194320
SBER,1,20201201,192600,260.5700000,260.7000000,260.4000000,260.4600000,196590
SBER,1,20201201,192700,260.4900000,260.6000000,260.2800000,260.3900000,113910
SBER,1,20201201,192800,260.3900000,260.4500000,260.2400000,260.3700000,88630
SBER,1,20201201,192900,260.3700000,260.6200000,260.3500000,260.6100000,105170
SBER,1,20201201,193000,260.5400000,260.6900000,260.4000000,260.5200000,319160
SBER,1,20201201,193100,260.5000000,260.7000000,260.4400000,260.5000000,88490
SBER,1,20201201,193200,260.5200000,260.6000000,260.4500000,260.5300000,51390
SBER,1,20201201,193300,260.5600000,260.6000000,260.5300000,260.6000000,55810
SBER,1,20201201,193400,260.6000000,260.7500000,260.5300000,260.6600000,167260
SBER,1,20201201,193500,260.6000000,260.7300000,260.5800000,260.6000000,58890
SBER,1,20201201,193600,260.6000000,260.7000000,260.5800000,260.6300000,175830
SBER,1,20201201,193700,260.6400000,260.7200000,260.6000000,260.6100000,51180
SBER,1,20201201,193800,260.6100000,260.7000000,260.5000000,260.5200000,130880
SBER,1,20201201,193900,260.5100000,260.5700000,260.3500000,260.3500000,93480
SBER,1,20201201,194000,260.3500000,260.3500000,260.2500000,260.2700000,43620
SBER,1,20201201,194100,260.3000000,260.3400000,260.1500000,260.1800000,108530
SBER,1,20201201,194200,260.2000000,260.3400000,260.1600000,260.3000000,51050
SBER,1,20201201,194300,260.2800000,260.3000000,260.1500000,260.1600000,28920
SBER,1,20201201,194400,260.2000000,260.2000000,260.1200000,260.1200000,15470
SBER,1,20201201,194500,260.1500000,260.1600000,260.1000000,260.1000000,37180
SBER,1,20201201,194600,260.1100000,260.1400000,260.1000000,260.1100000,66840
SBER,1,20201201,194700,260.1000000,260.1100000,260.0000000,260.0000000,127140
SBER,1,20201201,194800,260.0000000,260.0100000,259.8000000,259.8000000,126980
SBER,1,20201201,194900,259.8000000,259.8000000,259.5500000,259.5800000,228870
SBER,1,20201201,195000,259.5500000,259.6600000,259.5500000,259.5800000,47340
SBER,1,20201201,195100,259.6100000,259.9600000,259.6000000,259.8400000,98610
SBER,1,20201201,195200,259.8400000,260.1600000,259.8400000,260.0400000,146830
SBER,1,20201201,195300,260.0100000,260.0800000,259.9000000,259.9000000,16500
SBER,1,20201201,195400,259.9200000,259.9700000,259.9000000,259.9000000,10140
SBER,1,20201201,195500,259.9000000,260.0000000,259.8500000,259.9300000,37790
SBER,1,20201201,195600,259.8800000,259.9300000,259.7900000,259.8600000,15390
SBER,1,20201201,195700,259.8600000,259.9000000,259.8200000,259.8200000,5340
SBER,1,20201201,195800,259.8200000,259.8700000,259.7500000,259.8300000,51870
SBER,1,20201201,195900,259.8300000,259.9000000,259.8100000,259.9000000,33690
SBER,1,20201201,200000,259.9200000,260.0000000,259.9000000,260.0000000,12500
SBER,1,20201201,200100,260.0000000,260.0000000,259.9200000,259.9500000,23380
SBER,1,20201201,200200,259.9500000,260.0300000,259.9500000,260.0000000,22780
SBER,1,20201201,200300,260.0000000,260.0400000,259.9500000,260.0300000,45630
SBER,1,20201201,200400,259.9600000,260.0400000,259.9600000,260.0200000,49060
SBER,1,20201201,200500,260.0000000,260.0400000,260.0000000,260.0000000,82500
SBER,1,20201201,200600,260.0200000,260.0400000,260.0100000,260.0400000,6290
SBER,1,20201201,200700,260.0200000,260.0400000,260.0100000,260.0200000,5110
SBER,1,20201201,200800,260.0200000,260.0500000,260.0100000,260.0100000,24240
SBER,1,20201201,200900,260.0500000,260.0600000,260.0100000,260.0500000,17010
SBER,1,20201201,201000,260.0600000,260.1000000,260.0200000,260.0800000,30440
SBER,1,20201201,201100,260.0500000,260.1300000,260.0200000,260.0800000,26820
SBER,1,20201201,201200,260.0800000,260.1100000,260.0200000,260.1100000,14850
SBER,1,20201201,201300,260.1000000,260.1000000,260.0400000,260.0500000,4300
SBER,1,20201201,201400,260.0500000,260.2500000,260.0000000,260.1300000,160380
SBER,1,20201201,201500,260.1600000,260.2000000,260.1000000,260.1000000,20610
SBER,1,20201201,201600,260.1100000,260.2500000,260.1000000,260.1200000,24190
SBER,1,20201201,201700,260.1200000,260.1900000,260.1200000,260.1900000,22020
SBER,1,20201201,201800,260.2000000,260.5000000,260.1700000,260.4500000,102000
SBER,1,20201201,201900,260.4400000,260.5000000,260.2600000,260.2600000,42150
SBER,1,20201201,202000,260.2600000,260.4500000,260.2600000,260.4500000,35910
SBER,1,20201201,202100,260.3700000,260.4100000,260.3000000,260.3300000,12600
SBER,1,20201201,202200,260.3000000,260.3800000,260.0600000,260.0600000,89000
SBER,1,20201201,202300,260.1100000,260.2000000,260.0600000,260.1100000,17180
SBER,1,20201201,202400,260.1100000,260.1600000,260.0000000,260.0000000,65010
SBER,1,20201201,202500,260.0400000,260.0800000,260.0000000,260.0500000,56200
SBER,1,20201201,202600,260.0500000,260.0600000,260.0300000,260.0600000,4410
SBER,1,20201201,202700,260.0600000,260.0600000,260.0100000,260.0100000,26530
SBER,1,20201201,202800,260.0100000,260.0600000,260.0100000,260.0400000,2570
SBER,1,20201201,202900,260.0400000,260.0400000,260.0000000,260.0000000,96800
SBER,1,20201201,203000,260.0100000,260.0200000,260.0000000,260.0000000,6470
SBER,1,20201201,203100,260.0100000,260.0200000,260.0000000,260.0000000,26360
SBER,1,20201201,203200,260.0100000,260.0700000,260.0000000,260.0400000,30830
SBER,1,20201201,203300,260.0600000,260.1100000,260.0400000,260.1000000,12360
SBER,1,20201201,203400,260.1100000,260.2000000,260.1000000,260.1600000,16060
SBER,1,20201201,203500,260.1600000,260.2700000,260.1100000,260.2100000,16580
SBER,1,20201201,203600,260.2300000,260.3100000,260.2100000,260.3000000,12990
SBER,1,20201201,203700,260.2700000,260.3300000,260.2400000,260.2800000,8160
SBER,1,20201201,203800,260.2800000,260.3200000,260.2200000,260.2600000,7860
SBER,1,20201201,203900,260.2600000,260.3200000,260.2200000,260.2700000,10230
SBER,1,20201201,204000,260.3000000,260.4000000,260.2600000,260.4000000,54450
SBER,1,20201201,204100,260.3900000,260.4400000,260.3200000,260.3900000,26380
SBER,1,20201201,204200,260.3800000,260.3900000,260.3000000,260.3100000,29630
SBER,1,20201201,204300,260.3100000,260.4300000,260.3000000,260.3500000,65150
SBER,1,20201201,204400,260.3600000,260.3900000,260.3500000,260.3900000,7590
SBER,1,20201201,204500,260.3900000,260.4800000,260.3500000,260.3700000,70090
SBER,1,20201201,204600,260.3800000,260.4300000,260.3600000,260.3600000,8240
SBER,1,20201201,204700,260.3600000,260.4000000,260.3600000,260.3700000,4220
SBER,1,20201201,204800,260.4000000,260.4000000,260.3700000,260.3700000,3140
SBER,1,20201201,204900,260.3700000,260.4100000,260.3600000,260.3800000,6080
SBER,1,20201201,205000,260.3700000,260.4000000,260.3700000,260.4000000,1870
SBER,1,20201201,205100,260.3900000,260.4000000,260.3800000,260.3800000,8410
SBER,1,20201201,205200,260.3900000,260.4400000,260.3800000,260.4300000,9410
SBER,1,20201201,205300,260.4100000,260.4300000,260.3800000,260.4000000,27420
SBER,1,20201201,205400,260.4100000,260.4400000,260.3800000,260.4400000,3410
SBER,1,20201201,205500,260.4200000,260.5000000,260.4200000,260.5000000,79460
SBER,1,20201201,205600,260.4600000,260.5000000,260.4600000,260.5000000,47910
SBER,1,20201201,205700,260.4900000,260.5000000,260.4700000,260.4700000,21040
SBER,1,20201201,205800,260.4900000,260.5100000,260.4700000,260.5100000,12420
SBER,1,20201201,205900,260.5000000,260.5100000,260.4000000,260.4300000,73570
SBER,1,20201201,210000,260.4000000,260.4300000,260.3800000,260.3900000,20300
SBER,1,20201201,210100,260.3600000,260.4100000,260.3600000,260.3900000,4060
SBER,1,20201201,210200,260.3900000,260.4300000,260.3500000,260.4300000,4940
SBER,1,20201201,210300,260.3700000,260.4300000,260.3000000,260.3100000,51270
SBER,1,20201201,210400,260.3100000,260.3400000,260.3000000,260.3100000,6680
SBER,1,20201201,210500,260.3000000,260.3300000,260.3000000,260.3000000,8450
SBER,1,20201201,210600,260.3300000,260.3400000,260.3000000,260.3400000,6920
SBER,1,20201201,210700,260.3300000,260.4000000,260.3100000,260.4000000,5300
SBER,1,20201201,210800,260.3500000,260.4200000,260.3400000,260.4000000,5750
SBER,1,20201201,210900,260.4200000,260.4200000,260.3400000,260.4000000,21210
SBER,1,20201201,211000,260.3400000,260.3800000,260.3200000,260.3800000,14400
SBER,1,20201201,211100,260.3700000,260.3700000,260.3000000,260.3000000,93810
SBER,1,20201201,211200,260.3000000,260.3100000,260.3000000,260.3000000,9010
SBER,1,20201201,211300,260.3100000,260.3100000,260.3000000,260.3100000,8950
SBER,1,20201201,211400,260.3000000,260.3100000,260.2800000,260.2800000,59090
SBER,1,20201201,211500,260.3100000,260.3100000,260.2600000,260.2700000,8820
SBER,1,20201201,211600,260.2600000,260.2800000,260.1400000,260.1700000,67420
SBER,1,20201201,211700,260.1700000,260.1800000,260.0500000,260.0600000,56470
SBER,1,20201201,211800,260.0600000,260.1200000,260.0400000,260.1000000,40120
SBER,1,20201201,211900,260.0600000,260.0900000,260.0100000,260.0500000,8840
SBER,1,20201201,212000,260.0500000,260.1500000,260.0500000,260.1000000,8580
SBER,1,20201201,212100,260.0900000,260.1000000,260.0500000,260.0500000,12530
SBER,1,20201201,212200,260.0700000,260.1500000,260.0700000,260.1000000,19990
SBER,1,20201201,212300,260.1100000,260.1700000,260.1100000,260.1700000,15680
SBER,1,20201201,212400,260.1100000,260.1600000,260.1000000,260.1000000,13980
SBER,1,20201201,212500,260.1100000,260.1100000,260.0500000,260.0500000,16320
SBER,1,20201201,212600,260.0500000,260.1000000,260.0500000,260.0500000,8440
SBER,1,20201201,212700,260.0500000,260.1200000,260.0100000,260.1000000,56000
SBER,1,20201201,212800,260.1000000,260.1500000,260.0800000,260.0900000,6770
SBER,1,20201201,212900,260.0800000,260.1700000,260.0500000,260.0800000,21680
SBER,1,20201201,213000,260.0800000,260.1700000,260.0800000,260.1700000,15660
SBER,1,20201201,213100,260.1700000,260.1900000,260.1000000,260.1600000,8660
SBER,1,20201201,213200,260.1600000,260.1800000,260.0800000,260.1200000,4530
SBER,1,20201201,213300,260.1200000,260.1600000,260.0800000,260.0900000,11490
SBER,1,20201201,213400,260.1200000,260.1500000,260.0900000,260.1200000,1550
SBER,1,20201201,213500,260.1200000,260.1500000,260.0900000,260.0900000,6070
SBER,1,20201201,213600,260.1000000,260.1700000,260.0900000,260.1700000,6310
SBER,1,20201201,213700,260.1700000,260.1700000,260.1000000,260.1000000,1760
SBER,1,20201201,213800,260.1000000,260.1500000,260.1000000,260.1200000,9150
SBER,1,20201201,213900,260.1200000,260.1300000,260.1000000,260.1000000,1510
SBER,1,20201201,214000,260.1000000,260.1300000,260.1000000,260.1200000,15760
SBER,1,20201201,214100,260.1300000,260.1600000,260.0500000,260.1000000,30670
SBER,1,20201201,214200,260.1000000,260.1600000,260.0400000,260.1000000,19130
SBER,1,20201201,214300,260.1000000,260.1600000,260.0800000,260.1600000,8670
SBER,1,20201201,214400,260.1500000,260.1600000,260.1000000,260.1500000,5120
SBER,1,20201201,214500,260.1500000,260.1600000,260.1000000,260.1500000,19000
SBER,1,20201201,214600,260.1500000,260.2000000,260.1000000,260.1800000,20450
SBER,1,20201201,214700,260.1200000,260.1900000,260.1100000,260.1200000,8650
SBER,1,20201201,214800,260.1200000,260.2100000,260.1200000,260.1700000,35140
SBER,1,20201201,214900,260.1700000,260.2500000,260.1600000,260.1900000,78850
SBER,1,20201201,215000,260.2200000,260.2600000,260.1900000,260.2000000,19960
SBER,1,20201201,215100,260.2000000,260.2600000,260.2000000,260.2200000,26830
